time,open,high,low,close,Conversion Line,Base Line,Lagging Span,Lead 1,Lead 2,RSI,ATR
1597270500,386.56,386.64,385.35,385.53,385.58000000000004,384.645,393.24,384.2175,376.42,52.81919950215596,1.926895443573158
1597271400,385.53,386.27,385.18,385.26,384.795,384.645,393.01,383.9725,376.42,51.89814831743417,1.8671171976036451
1597272300,385.26,386.55,384.76,386.24,384.63,384.645,392.84,383.8725,376.42,54.96762142044253,1.8616088263462434
1597273200,386.26,388,386.1,386.72,385.20500000000004,384.645,392.68,383.8725,376.42,56.43401130705442,1.8643510530357956
1597274100,386.69,387.4,386.23,386.66,385.20500000000004,384.645,391.18,383.8725,376.42,56.187713454468785,1.8147545492475214
1597275000,386.66,387.77,386.43,386.97,385.20500000000004,384.645,391.77,383.265,376.42,57.226414311114674,1.780843510015554
1597275900,386.98,387.87,386.8,387.18,385.20500000000004,385.135,390.38,383.265,376.42,57.95363349381507,1.730068973585871
1597276800,387.18,389.5,386.48,389.33,386.15,385.27,391,383.265,376.42,64.59114645164581,1.8222069040440216
1597277700,389.34,390.47,388.48,389.78,387.615,386.265,391.69,383.265,376.42,65.80778854523756,1.834192125183735
1597278600,389.77,391.81,389.77,391.24,388.28499999999997,386.935,392.11,382.875,376.42,69.47270682731093,1.8488926876706127
1597279500,391.24,394.34,391.21,393.83,389.54999999999995,388.2,391.14,382.955,376.42,74.66133377911534,1.940400352836997
1597280400,393.82,394.9,392.27,392.4,390.5,388.48,392.08,382.955,376.42,67.8085136705269,1.989657470491497
1597281300,392.37,393.62,392,392.84,390.565,388.655,390.34,383.055,378.58500000000004,68.75868987012976,1.9632533654563904
1597282200,392.84,392.84,391.55,392.26,390.66499999999996,388.655,389.55,383.625,379.58500000000004,65.99350413181638,1.9151638393523598
1597283100,392.24,392.48,391.34,391.81,390.69,388.655,387.48,384.275,380.44,63.84807713455296,1.8597949936843372
1597284000,391.82,393.49,391.57,393,390.69,388.655,384.74,384.70000000000005,381.315,66.91151170644187,1.8640953512783143
1597284900,393,393.89,392.91,393.16,391.69,388.655,382.42,385.145,381.73,67.31257746860081,1.8009456833298605
1597285800,393.16,393.18,390,390.81,392.335,388.655,382.99,385.145,382.40999999999997,56.4834714323148,1.8994495630920138
1597286700,390.85,392.5,390.51,392.02,392.45,388.655,378.94,385.145,383.23,60.04751025345922,1.905917451442585
1597287600,392.03,392.7,391.44,392.69,392.45,388.655,381.45,385.145,383.34000000000003,61.907872541849486,1.8597804906252569
1597288500,392.69,393.49,391.85,392.12,391.945,388.655,384.51,385.5125,383.34000000000003,59.374839451579454,1.8440818841520232
1597289400,392.12,392.99,391.24,392.51,391.945,388.655,386.4,385.63,383.34000000000003,60.56379211865043,1.8373617495697359
1597290300,392.51,394.56,392.3,394.54,392.28,388.655,384.31,385.63,383.34000000000003,66.12165442492025,1.8675501960290397
1597291200,394.54,396.1,394.08,394.85,393.05,389.255,385,385.2325,383.69,66.88907646785538,1.878439467741254
1597292100,394.84,395.8,393.56,394.51,393.05,389.45000000000005,383.6,385.2325,383.69,65.14605747121817,1.9042652200454506
1597293000,394.51,395.28,392.64,393.24,393.05,390.43,388.49,385.1125,383.98,58.96515549537589,1.9568177043279176
1597293900,393.25,393.36,392.39,393.01,393.305,390.43,394.09,384.72,384.485,57.89387030714515,1.886330725447354
1597294800,393.01,393.01,391.01,392.84,393.555,390.43,395.27,384.6375,384.485,57.06856924228451,1.8944499593439716
1597295700,392.84,392.85,390.96,392.68,393.53,391.1,394.45,384.925,384.485,56.25573430143902,1.8941321051051196
1597296600,392.68,392.69,391.11,391.18,393.53,391.165,393.79,384.925,384.485,49.18315645179054,1.87169409759761
1597297500,391.18,392.13,390.7,391.77,393.4,391.265,390.76,384.925,384.485,51.75255061838392,1.840144519197781
1597298400,391.77,391.78,390.1,390.38,393.1,391.29,392.45,385.17,384.485,45.86839603357228,1.8287056249693645
1597299300,390.38,391.44,390.35,391,392.95000000000005,391.29,386.29,385.71,384.62,48.67170352925158,1.7759409374715511
1597300200,391,392.26,390.71,391.69,392.69,392.29,388.68,386.94,385.105,51.6713273543856,1.759802299080727
1597301100,391.69,392.82,391.57,392.11,391.73,392.935,387.52,387.61,385.775,53.45441748635972,1.7233878491463892
1597302000,392.12,392.92,390.55,391.14,391.555,393.05,389.36,388.875,387.03999999999996,48.96148267611178,1.7695744313502189
1597302900,391.09,392.43,390.6,392.08,391.51,393.05,390.37,389.49,387.48,53.077423915127746,1.7738905433966305
1597303800,392.12,392.15,389.6,390.34,391.26,392.85,390.79,389.61,387.48,45.726452934659655,1.829326933154011
1597304700,390.32,390.77,388.81,389.55,390.865,392.45500000000004,390.08,389.65999999999997,387.48,42.826380974485105,1.8386607236430088
1597305600,389.55,389.91,387.23,387.48,390.07500000000005,391.665,390.83,389.6725,387.48,36.32539100836391,1.8987563862399373
1597306500,387.49,388.47,384.5,384.74,388.71000000000004,390.3,392.67,389.6725,387.48,29.86332755457218,2.0467023586513724
1597307400,384.75,385.52,380.52,382.42,386.72,388.31,392.58,390.1725,387.48,25.69524932130747,2.2576521901762745
1597308300,382.42,384.36,382.1,382.99,386.72,388.31,389.78,390.495,387.48,28.34153495681109,2.2578198908779687
1597309200,382.99,383.87,377.6,378.94,385.26,386.85,389.34,390.5525,387.48,22.272123115688046,2.5444041843866843
1597310100,378.98,381.57,376.59,381.45,384.51,386.345,391.08,390.5525,387.48,31.99250642040289,2.7183753140733513
1597311000,381.45,384.88,381.33,384.51,384.37,386.345,392.59,390.29999999999995,387.48,41.583706894795505,2.7777770773538273
1597311900,384.5,386.54,383,386.4,383.67999999999995,386.345,390.02,390.29999999999995,387.48,46.59366438802962,2.8322215718285553
1597312800,386.4,386.41,384,384.31,383.25,386.345,391.97,390.4675,387.48,42.27587173221286,2.8020628881265175
1597313700,384.34,385.5,384.31,385,382.53,386.345,390.76,391.15250000000003,388.08000000000004,44.11707416608899,2.686915538974623
1597314600,385.01,385.66,383,383.6,381.565,386.195,392.07,391.25,388.08000000000004,41.242628389071335,2.6849930004764375
1597315500,383.6,388.53,383,388.49,382.55999999999995,385.93499999999995,391.41,391.74,388.08000000000004,52.80846448885735,2.8882077861566904
1597316400,388.49,395.15,387.8,394.09,385.87,385.87,390.83,391.8675,388.08000000000004,62.02685483519538,3.2069072300026384
1597317300,394.18,397.5,394.18,395.27,387.04499999999996,387.04499999999996,391.08,391.9925,388.08000000000004,63.638649287844366,3.2214138564310235
